Field,Area,Category,URL
Social Science,Accounting Research Network ,Tax eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2370232&page=1
Social Science,Anthropology & Archaeology Research Network,AARN Conferences & Meetings,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2134421&page=1
Social Science,Anthropology & Archaeology Research Network,AARN First Look,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3175102&page=1
Social Science,Anthropology & Archaeology Research Network,Anthropology of Agriculture & Nutrition eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136352&page=1
Social Science,Anthropology & Archaeology Research Network,Anthropology of Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136378&page=1
Social Science,Anthropology & Archaeology Research Network,"Anthropology of Kinship, Gender, the Body & Sexuality eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4583389&page=1
Social Science,Anthropology & Archaeology Research Network,Anthropology of Peace & Violence eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3131483&page=1
Social Science,Anthropology & Archaeology Research Network,"Anthropology of Race, Ethnicity & Indigenous People eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4583387&page=1
Social Science,Anthropology & Archaeology Research Network,Anthropology of Religion eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136386&page=1
Social Science,Anthropology & Archaeology Research Network,Anthropology of Science & Technology Studies eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4583393&page=1
Social Science,Anthropology & Archaeology Research Network,Archaeology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2134600&page=1
Social Science,Anthropology & Archaeology Research Network,Biology & Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2134991&page=1
Social Science,Anthropology & Archaeology Research Network,"Cultural Anthropology: History, Theory, Methods & Applications eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136301&page=1
Social Science,Anthropology & Archaeology Research Network,Economic Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3131446&page=1
Social Science,Anthropology & Archaeology Research Network,Environmental Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136330&page=1
Social Science,Anthropology & Archaeology Research Network,"Legal Anthropology eJournal, Archives of Vols. 1-3, 2016-18",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2412359&page=1
Social Science,Anthropology & Archaeology Research Network,Legal Anthropology: Criminal Law eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3137796&page=1
Social Science,Anthropology & Archaeology Research Network,Legal Anthropology: Family Law eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3137808&page=1
Social Science,Anthropology & Archaeology Research Network,Legal Anthropology: Law in Global Context eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3137855&page=1
Social Science,Anthropology & Archaeology Research Network,Legal Anthropology: Laws & Constitutions eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3137822&page=1
Social Science,Anthropology & Archaeology Research Network,Legal Anthropology: The Legal Profession eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3137858&page=1
Social Science,Anthropology & Archaeology Research Network,Linguistic Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2135052&page=1
Social Science,Anthropology & Archaeology Research Network,Medical Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136318&page=1
Social Science,Anthropology & Archaeology Research Network,"Migration, Urban & Transnational Anthropology eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136311&page=1
Social Science,Anthropology & Archaeology Research Network,Political Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2408870&page=1
Social Science,Anthropology & Archaeology Research Network,Psychological Anthropology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2136341&page=1
Social Science,Anthropology & Archaeology Research Network,"Visual Anthropology, Media Studies & Performance eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4583391&page=1
Social Science,Cognitive Science Network,CSN Conferences & Meetings,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1566941&page=1
Social Science,Cognitive Science Network,Biology & Cognitive Science eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2878603&page=1
Social Science,Cognitive Science Network,"Cognition & Culture: Culture, Communication, Design, Ethics, Morality, Religion, Rhetoric, & Semiotics eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1309643&page=1
Social Science,Cognitive Science Network,Cognition & the Arts eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1309387&page=1
Social Science,Cognitive Science Network,"Cognition in Mathematics, Science, & Technology eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1314038&page=1
Social Science,Cognitive Science Network,"Cognitive Linguistics: Cognition, Language, Gesture eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1314047&page=1
Social Science,Cognitive Science Network,Cognitive Neuroscience eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1314086&page=1
Social Science,Cognitive Science Network,Cognitive Science Negative Results eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3043499&page=1
Social Science,Cognitive Science Network,Cognitive Social Science eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1314106&page=1
Social Science,Cognitive Science Network,Human Cognition in Evolution & Development eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1314112&page=1
Social Science,Cognitive Science Network,Law & Psychology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=930224&page=1
Social Science,Cognitive Science Network,"Law, Brain & Behavior eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1458116&page=1
Social Science,Communication Studies Research Network,CommRN Conferences & Meetings,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3390516&page=1
Social Science,Communication Studies Research Network,CommRN Subject Matter eJournals,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3390520&page=1
Social Science,Corporate Governance Network,Corporate Governance Research Centers Papers,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1152069&page=1
Social Science,Corporate Governance Network,Corporate Governance & Accounting eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1344841&page=1
Social Science,Corporate Governance Network,Corporate Governance & Economics eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1344868&page=1
Social Science,Corporate Governance Network,Corporate Governance & Finance eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1357632&page=1
Social Science,Corporate Governance Network,Corporate Governance & Law eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1344875&page=1
Social Science,Corporate Governance Network,Corporate Governance & Management eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1344849&page=1
Social Science,Corporate Governance Network,Corporate Governance & Psychology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1344859&page=1
Social Science,Corporate Governance Network,Corporate Governance Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=946638&page=1
Social Science,Corporate Governance Network,Corporate Governance Practice eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346809&page=1
Social Science,Corporate Governance Network,"Corporate Governance: Acquisitions, Mergers, Contests for Control, & Activism eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1393983&page=1
Social Science,Corporate Governance Network,Corporate Governance: Actors & Players eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346036&page=1
Social Science,Corporate Governance Network,Corporate Governance: Arrangements & Laws eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346623&page=1
Social Science,Corporate Governance Network,"Corporate Governance: Bankruptcy, Financial Distress & Reorganization eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1393994&page=1
Social Science,Corporate Governance Network,"Corporate Governance: Capital Raising, Investments, Distributions & Market Trading eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1394379&page=1
Social Science,Corporate Governance Network,Corporate Governance: Comparative Studies eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346647&page=1
Social Science,Corporate Governance Network,Corporate Governance: Compensation of Executives & Directors eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1396832&page=1
Social Science,Corporate Governance Network,"Corporate Governance: Disclosure, Internal Control & Risk-Management eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1396856&page=1
Social Science,Corporate Governance Network,"Corporate Governance: Economic Consequences, History, Development & Methodology eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1344904&page=1
Social Science,Corporate Governance Network,Corporate Governance: Governance of Special Types of Firms eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346527&page=1
Social Science,Corporate Governance Network,"Corporate Governance: Internal Governance, Organization & Processes eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1396884&page=1
Social Science,Corporate Governance Network,Corporate Governance: International/Non-US eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346658&page=1
Social Science,Corporate Governance Network,Corporate Governance: Social Responsibility & Social Impact eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1346794&page=1
Social Science,Corporate Governance Network,Corporate Reputation eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2417403&page=1
Social Science,Corporate Governance Network,Other Corporate Governance eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3074822&page=1
Social Science,Corporate Governance Network,Other Corporate Governance eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3074822&page=1
Social Science,Criminal Justice Research Network ,CJRN Partners in Publishing Journals,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3217656&page=1
Social Science,Criminal Justice Research Network ,CJRN Subject Matter eJournals,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3217677&page=1
Social Science,Criminal Justice Research Network ,Criminal Justice Research Centers Papers,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3217678&page=1
Social Science,Decision Science Research Network,Decision Neuroscience eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629884&page=1
Social Science,Decision Science Research Network,Decision Science Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629376&page=1
Social Science,Decision Science Research Network,Decision-Making & Management Science eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629388&page=1
Social Science,Decision Science Research Network,Decision-Making in Computational Design & Technology eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629796&page=1
Social Science,Decision Science Research Network,Decision-Making in Engineering eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629915&page=1
Social Science,Decision Science Research Network,Decision-Making in Operations Research eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629760&page=1
Social Science,Decision Science Research Network,Decision-Making in Public Policy & the Social Good eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629700&page=1
Social Science,Decision Science Research Network,Decision-Making Models & Tools eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629851&page=1
Social Science,Decision Science Research Network,Human Behavior & Game Theory eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3629577&page=1
Social Science,Economics Research Network,Economics Departments Research Papers,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=219708&page=1
Social Science,Economics Research Network,Alfred P. Sloan Foundation Economic Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2249538&page=1
Social Science,Economics Research Network,American Institute for Economic Research Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3059103&page=1
Social Science,Economics Research Network,"BAFFI Centre on Economics, Finance & Regulation Research Paper Series",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1099046&page=1
Social Science,Economics Research Network,Becker Friedman Institute for Economics Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1335291&page=1
Social Science,Economics Research Network,CEIS: Centre for Economic & International Studies Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=352521&page=1
Social Science,Economics Research Network,Centro Studi Luca d'Agliano Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3280601&page=1
Social Science,Economics Research Network,CEPR Discussion Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=223788&page=1
Social Science,Economics Research Network,CESifo Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=254545&page=1
Social Science,Economics Research Network,Chicago Booth School of Business Economics Research Papers,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4794905&page=1
Social Science,Economics Research Network,Euricse Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1600411&page=1
Social Science,Economics Research Network,European Stability Mechanism (ESM) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2888292&page=1
Social Science,Economics Research Network,European Trade Union Institute (ETUI) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2188735&page=1
Social Science,Economics Research Network,FEEM Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=266659&page=1
Social Science,Economics Research Network,Free Market Institute at Texas Tech University Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3925557&page=1
Social Science,Economics Research Network,"Global Poverty Research Lab, Kellogg School of Management, Northwestern University Research Paper Series",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3121299&page=1
Social Science,Economics Research Network,Gottlieb Duttweiler Institute Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4547070&page=1
Social Science,Economics Research Network,"Harvard Business School: Business, Government & the International Economy Unit Working Paper Series",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1319773&page=1
Social Science,Economics Research Network,Hong Kong Institute for Monetary & Financial Research (HKIMR) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4002748&page=1
Social Science,Economics Research Network,Hong Kong University Business School: HKU Jockey Club Enterprise Sustainability Global Research Institute Paper S...,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4965133&page=1
Social Science,Economics Research Network,Institute for New Economic Thinking Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2565914&page=1
Social Science,Economics Research Network,IZA Institute of Labor Economics Discussion Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=262872&page=1
Social Science,Economics Research Network,Korea Development Institute (KDI) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2758896&page=1
Social Science,Economics Research Network,Korea Institute for Industrial Economics & Trade Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4163204&page=1
Social Science,Economics Research Network,Korea Institute for International Economic Policy (KIEP) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2272302&page=1
Social Science,Economics Research Network,Max Planck Institute for Research on Collective Goods Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=263669&page=1
Social Science,Economics Research Network,Max Planck Institute for Tax Law & Public Finance Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1710873&page=1
Social Science,Economics Research Network,Melbourne Institute: Applied Economic & Social Research Working Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1787251&page=1
Social Science,Economics Research Network,Mercatus Center Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2967547&page=1
Social Science,Economics Research Network,MIT Center for Real Estate Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3721537&page=1
Social Science,Economics Research Network,National Bureau of Economic Research (NBER) Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4798440&page=1
Social Science,Economics Research Network,Peterson Institute for International Economics (PIIE) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3282672&page=1
Social Science,Economics Research Network,"RAND Corporation Law, Labor, & Health Working Paper Series",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1029628&page=1
Social Science,Economics Research Network,Research Institute of Industrial Economics (IFN) Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3280621&page=1
Social Science,Economics Research Network,Schulich School of Business Real Assets Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=5143839&page=1
Social Science,Economics Research Network,US Patent & Trademark Office (USPTO) Economic Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2839538&page=1
Social Science,Economics Research Network,USC Center for Economic & Social Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2296180&page=1
Social Science,Economics Research Network,World Intellectual Property Organization (WIPO) Economic Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=4228164&page=1
Social Science,Economics Research Network,WU International Taxation Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=2146183&page=1
Social Science,Economics Research Network,ZEW - Leibniz Centre for European Economic Research Discussion Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=1169842&page=1
Social Science,Economics Research Network,ERN Conferences & Meetings,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=231978&page=1
Social Science,Economics Research Network,ERN First Look,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3175110&page=1
Social Science,Economics Research Network,ERN Government & Public Agency Research Paper Series,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=239893&page=1
Social Science,Economics Research Network,ERN Partners in Publishing Journals,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=291123&page=1
Social Science,Economics Research Network,"ERN Professional, Practitioner, & Policy Paper Series",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=758304&page=1
Social Science,Economics Research Network,ERN Public Policy Centers Research Papers,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=213508&page=1
Social Science,Economics Research Network,ERN Subject Matter eJournals,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=267349&page=1
Social Science,Education Research Network,Education Research Centers Papers,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3118603&page=1
Social Science,Education Research Network,EduRN Conferences & Meetings,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3118598&page=1
Social Science,Education Research Network,EduRN Partners in Publishing Journals,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3118601&page=1
Social Science,Education Research Network,Education Research Negative Results eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3122946&page=1
Social Science,Education Research Network,Educational Administration & Leadership eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3122920&page=1
Social Science,Education Research Network,Educational Impact & Evaluation Research eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3122965&page=1
Social Science,Education Research Network,Educational Psychology & Cognition eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3122929&page=1
Social Science,Education Research Network,"Educational Technology, Media & Library Science eJournal",https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3122917&page=1
Social Science,Education Research Network,Engineering & Applied Sciences Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3128476&page=1
Social Science,Education Research Network,Health Sciences Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3128462&page=1
Social Science,Education Research Network,Humanities Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3128475&page=1
Social Science,Education Research Network,Life Sciences Education eJournal,https://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalBrowse&journal_id=3128502&page=1
